genes,GSM399666,GSM399667,GSM399669,GSM399676,GSM399679,GSM399682,GSM399685,GSM399689,GSM399717,GSM399718,GSM399719,GSM399761,GSM399762,GSM399763,GSM399765,GSM399766
ZFP69,2.641869685,1.791312905,1.96399494,1.950996245,1.880797439,2.062949065,1.631881609,2.093059224,2.246423809,2.177012035,2.27960801,2.264795095,1.799359512,2.631447113,1.994409909,2.450195252
ZFP69B,1.356714703,1.481455499,1.206853347,1.287614044,1.333039073,1.437854528,1.428630934,1.100589541,1.367506965,1.835201872,1.399311411,1.435498879,1.74298773,1.219388051,1.46360991,1.437854528
ZFP82,3.79474613,3.565788538,3.299895551,3.158723121,3.301583,3.601996683,3.302599856,3.716252187,3.701717148,3.811410774,3.683128717,3.938040262,3.573625682,3.484319966,3.891131897,3.819111582
ZFP90,5.261451446,4.554882599,4.942275067,4.760284356,4.795898294,4.657481644,4.729820188,4.997928281,4.933963548,5.166943861,5.160692325,5.407560434,4.624993399,5.289110249,5.587772682,5.615960113
ZFP91,6.286532108,6.317081308,6.164301592,6.010060068,6.066376388,6.172602662,5.862806174,5.635162629,6.156083827,6.068767928,5.842630229,6.226095757,6.167624483,6.176704331,5.988903092,6.167531951
ZFP92,4.924162831,4.85513935,4.710687165,4.784849889,4.771866821,4.886607499,4.993734344,4.858034169,4.960758455,4.589509279,4.499324577,4.689970375,4.833467709,5.032871879,4.90020626,4.482936025
ZFPL1,4.190750456,4.079575105,4.38739494,4.109477735,4.009996112,4.331606765,3.843979422,4.051535979,4.182754695,4.108347571,3.904038051,4.090566915,4.186666293,3.762905603,3.883015537,4.137641596
ZFPM1,4.875880417,4.666906856,4.568350722,4.87465272,4.469042982,4.702362286,4.642575829,4.695290165,5.008398631,4.634199332,4.58110866,4.513018558,4.61850682,4.681910677,4.472492857,4.657210646
ZFPM2,1.351691636,1.047095212,1.210948377,1.395548351,1.22920355,1.241729924,1.254104264,1.533621359,1.106535123,1.063287602,0.933532959,1.114157976,0.810691929,1.063045131,0.819173192,1.105335189
ZFR,5.21880329,5.042127203,5.099814726,5.209064926,5.34367955,5.343651001,5.075700043,4.648437569,4.92137052,5.280461498,5.226347085,5.20960893,5.051638938,5.127811201,5.025526137,4.750185239
ZFR2,2.050214202,2.417337759,2.471547028,2.142635312,2.066726467,2.185097212,1.961247552,2.259693388,2.176290453,1.92814671,1.948147262,2.170997625,2.071815218,2.622739811,2.163278553,1.886344793
ZFTA,3.526924273,3.860867618,3.272132098,3.297584295,3.531050602,3.551174185,3.534117884,3.683051739,3.439056954,3.351656471,3.241091975,3.582433953,3.060857113,2.991532335,3.375686211,3.642586502
ZFX,4.233383101,3.553715576,3.893853404,4.08475688,4.082713391,4.486885115,4.316072558,4.338045819,4.135374035,3.923011089,4.392548202,4.414100533,3.930851378,3.956170706,3.84765744,4.097053842
ZFY,1.648649649,2.496514021,2.479874718,2.888774433,2.533010464,1.747256689,1.617072691,1.666050966,1.886745548,3.207051223,1.379203801,1.694604002,3.068989918,3.345733241,2.932930863,1.649752797
ZFY-AS1,1.227048779,1.899348728,2.19794058,1.491048721,1.486318143,1.226125775,1.348308682,1.350777343,1.185916729,1.508791272,1.396287022,0.95786794,2.325991615,1.288558401,1.770687576,1.244073517
ZFYVE1,5.108206017,5.169397693,4.916450113,4.877000586,4.849933438,5.277051407,5.115347743,5.088076355,5.230506316,5.171054818,4.906788769,4.75984707,4.719583193,4.956031364,4.822482056,5.309851288
ZFYVE16,4.598487381,5.079632684,5.092105909,5.308256736,5.124281806,5.150023717,5.227222706,5.103434466,5.09118917,5.195283725,4.99243129,5.07115253,5.01311694,5.196006316,4.62867363,5.024931445
ZFYVE19,4.054386558,3.945669138,3.944953856,3.719926193,3.319465954,3.727628286,3.95098633,4.028919638,4.017620216,4.063445604,3.849680836,4.079741162,3.920068221,3.443776595,3.982357874,4.064613595
ZFYVE21,4.332117492,4.228935044,4.265933971,4.237569952,4.441948232,4.451326989,4.269768133,4.381282718,4.685592632,4.399945952,4.638322128,4.578632222,4.490242749,4.506695917,4.433989695,4.035790752
ZFYVE26,5.14145693,5.652198211,5.033155878,4.733257594,4.634535864,4.865474166,5.020666642,5.153585648,4.945790015,4.82860922,4.702299415,4.859266403,5.066865731,4.906070249,5.443809435,5.221380297
ZFYVE27,5.798887717,5.629483564,5.735060957,5.605286815,5.438752531,5.608774495,4.993734344,5.411047375,5.71730147,6.11251739,5.31917803,5.654286634,5.663087335,5.88688724,5.641656558,6.00206511
ZFYVE28,3.602031739,3.431731345,3.162016739,3.048355302,3.081328248,3.173142381,3.631294665,3.54052839,3.50077941,3.919254796,3.668427119,3.354136215,3.303946434,3.707485758,3.758774847,3.558425601
ZFYVE9,3.161265025,3.068913497,3.166187489,3.357642666,2.946430326,3.163089452,3.231334643,3.137732972,3.2199464,3.014520101,3.130610893,3.269573577,3.155041621,2.946840565,3.019566006,3.172663226
ZG16,3.394595103,3.621276316,3.653299978,3.4530965,3.148120295,3.22156636,3.493188951,3.913199164,3.445739269,3.614007292,3.359042742,3.501614213,3.49723321,3.531766676,3.397921021,3.98386474
ZG16B,2.867281405,2.777807225,3.219176797,2.685553704,2.869704754,2.794612487,3.008514835,2.885726486,2.72835545,2.393038409,2.567896489,2.622051811,2.469750966,3.359907947,2.916817744,3.158264002
ZGLP1,5.013723595,5.431414319,5.379493693,5.518189447,5.507360963,5.2924679,5.58177365,5.71127917,5.379365795,5.116993323,5.177175923,4.92732358,5.326630196,5.014676309,5.356353207,5.128719211
ZGPAT,5.72390897,5.492807603,5.458906366,5.314014989,5.174145111,5.227669695,5.246777418,4.94449674,5.479624582,5.651253145,5.361182498,5.071625232,5.020403405,5.098354166,5.256876059,5.126329243
ZGRF1,1.878137707,1.892619942,1.869728816,1.76652762,1.890201697,1.847746794,1.864486213,1.846871701,2.052764742,2.032748373,1.906003882,2.044251297,2.090618278,2.043559057,1.95667031,2.093216757
ZHX1,4.207224778,4.10341387,4.106688733,3.906282935,4.201459374,4.150503744,3.892140785,4.108280066,4.32780216,4.200955661,4.338339134,4.272515312,4.317085555,4.496037003,4.786346125,4.657876045
ZHX1-C8orf76,4.267696493,4.143686488,4.227918004,4.241289712,3.994500337,3.71672651,4.465147869,4.486654574,4.090602827,4.349197633,3.86000073,4.144148205,4.197537994,4.190692912,4.213421865,4.007916002
ZHX2,4.68505948,4.308346947,4.587287729,4.461149948,4.02908308,4.450983226,4.704558761,4.346148973,4.655464353,4.91293625,4.709877031,4.933217888,4.639231578,5.273314822,4.902975462,5.571169616
ZHX3,4.014707662,3.932177508,3.667407906,3.76840709,3.695851668,3.650333544,3.91363108,4.000439899,3.881821682,3.89022163,3.797767562,3.961533385,3.895484863,3.71650036,3.855028087,3.583510266
ZIC1,1.935674053,2.325261828,2.189943095,2.034054276,1.884678977,2.051753444,2.04631726,2.095215377,2.218053893,2.006933008,1.974654344,2.183088601,2.010833715,2.074976532,2.118385513,2.240402027
ZIC2,1.259861522,1.217535808,1.374950808,1.215713256,1.146151803,1.122032491,1.236428113,1.058692798,1.40682217,1.243845853,1.059604658,1.228994075,0.931409479,0.978054985,1.576128741,0.972035669
ZIC3,2.132008328,2.24083553,1.872423299,2.20252503,1.667285177,2.274338095,2.254185754,2.199046581,2.267659669,1.654336569,1.663898072,2.064274798,2.031287414,1.717407487,1.708038374,2.056090832
ZIC4,1.454611772,1.701088233,1.609903839,1.823924479,1.708949231,1.628938327,1.620855786,1.76098242,1.830528729,1.612396227,1.275924792,1.557654263,1.398623463,1.626461554,1.641833487,1.514405458
ZIC5,1.456950835,1.539275648,1.89646938,1.585258664,1.883017518,1.795417227,2.214070686,1.865806135,1.879288607,1.598491507,1.660360349,1.787730663,1.618341247,1.804516492,1.598491507,1.510992261
ZIK1,2.591421968,2.14480963,2.287117882,2.347646237,2.594142304,2.403531718,2.334657081,2.116477612,2.529194337,2.455340729,2.63716649,2.409160315,2.790640672,2.082156401,2.057499918,2.39113877
ZIM2,2.407292145,2.377657478,2.792788044,2.181634335,2.607692373,2.839835566,2.531025096,2.751649554,2.654318284,2.560935241,2.489030794,2.374700747,2.398732189,2.010684819,2.837810647,2.432293347
ZIM3,1.14127016,1.291733214,1.217737477,1.158597573,1.26394068,1.474285081,1.424641849,1.623245643,1.321636681,1.20355786,1.480456709,1.121142082,1.641836819,1.31458912,1.150848895,1.354673162
ZKSCAN1,6.187842238,5.793413383,5.739476661,5.950326497,5.940457052,5.984997142,5.829967016,5.853637512,6.079777078,6.158326324,5.841506212,6.150300721,5.847605871,6.281753272,6.164230884,6.451362248
ZKSCAN2,3.415405163,3.747457657,3.081319259,3.45907326,3.244866559,3.534542031,3.666393208,3.529717766,3.455706186,3.259897604,3.304842622,3.266714476,3.485872917,3.253397168,3.261363071,3.23802323
ZKSCAN3,3.139171272,3.027897638,2.889538939,2.970983926,3.015195616,3.008263178,3.113623016,3.109550915,3.033709205,3.086704619,2.724160562,2.969093363,2.861626167,2.884359735,3.105381889,2.885825233
ZKSCAN4,5.298643214,5.518104642,5.104546957,5.749502749,5.615140986,5.540787741,5.402995271,5.820801687,5.627168997,5.512241701,5.69550917,5.46909134,5.458161598,5.118945728,5.768597849,5.604271301
ZKSCAN5,3.861333981,3.841278744,3.795973283,3.767871637,4.192706607,3.656033042,3.853433641,3.932867246,4.102465012,3.791780979,3.894981054,3.921590475,3.733499829,3.859537565,3.807338224,4.438142912
ZKSCAN7,2.99531099,2.797928016,2.93619969,3.258580644,2.956883406,2.789574717,3.020283126,2.975328531,3.084588915,2.906787806,2.872145568,3.064581087,3.101315704,3.32697931,2.900573413,2.900934863
ZKSCAN8,3.240332506,2.963388086,2.948145753,3.194591114,2.965108676,2.811975594,2.87979647,2.912809617,3.1750148,3.144899095,2.979503817,2.954868584,2.76998786,3.06954726,3.144645823,2.859636195
ZMAT1,3.543848458,3.34752844,3.300510139,3.605493735,3.383783814,3.296741857,3.47339566,3.585715057,3.439043997,3.611277612,3.513375468,3.986736776,3.594035632,3.784928678,3.601684512,3.709846037
ZMAT2,8.710038943,8.569480322,8.680543946,8.692538483,8.354593155,8.603609371,8.564954853,8.319816301,8.542887686,8.484591251,8.572756719,8.479607734,8.689306435,8.617983725,8.358219063,8.354023969
ZMAT3,5.382476288,5.315984191,5.303407338,5.471243223,5.260808578,5.474559782,5.087940641,5.09108613,5.651836431,5.844086309,5.600606677,5.615590095,5.502700321,5.735771334,5.816385441,5.58752125
ZMAT4,4.977129879,4.722087859,4.772333752,4.701154468,4.90020626,4.591639323,4.641379348,4.815803174,4.887001693,4.618722704,5.033122279,4.160957104,4.898239071,4.515808639,4.747188392,5.050317304
ZMAT5,4.757494015,4.951917119,5.298706868,5.00214414,4.55671422,4.559282197,4.338890036,4.621125904,4.812097425,4.401747114,4.563156886,4.294487859,4.314218125,3.674258808,4.487486387,4.181093736
ZMIZ1,5.289740018,4.679371489,4.879778294,5.025488722,4.960248124,5.098667958,5.395436563,4.931794159,5.0989981,4.994737695,4.881803923,5.117266427,5.208025901,5.260492964,5.00844075,4.965117694
ZMIZ1-AS1,2.627917952,2.867712545,2.624416333,2.858579341,2.654875637,2.644605489,2.774607124,2.767251529,2.628509864,2.565567657,2.383619121,2.309118086,2.603403709,2.719005913,2.579959896,2.705326995
ZMIZ2,4.650736657,4.678784842,4.624908052,4.655533176,4.638738052,4.725939656,4.827055394,4.760567717,4.807934862,4.854309961,4.636722273,4.761431093,4.747973327,4.701081358,4.828021776,5.005090149
ZMPSTE24,8.09268487,8.051514821,8.113847106,8.184226243,8.280173216,8.499096911,8.16864995,8.511867487,8.231228465,8.318066701,8.139795922,8.264671652,8.218846477,8.684884615,8.227875895,8.626105722
ZMYM1,3.464224791,2.753832009,3.32317992,2.803281421,2.934471938,3.192396303,3.013636947,3.502916006,3.42196292,3.619998002,3.56461263,3.366044687,3.656560676,3.481680149,4.116207482,3.738659249
ZMYM2,3.015809209,2.932739014,2.914130983,3.029217781,3.070362582,3.063034201,3.154356453,2.897104054,3.306052939,3.288181848,3.007870628,3.155174161,3.237022082,3.474059267,3.356143818,2.978920421
ZMYM3,3.932448109,4.143196348,4.101819129,3.986101011,4.063793784,3.878638286,3.882314023,3.898782972,4.052596745,4.044788263,3.911137737,3.857165427,3.809061302,3.739321978,4.086690211,4.115829348
ZMYM4,4.644044473,4.370073236,4.500093666,4.661988078,4.734718718,4.512006922,4.328304483,4.613696844,4.629000344,4.743458452,4.584327854,4.565180146,4.490510091,4.630782364,4.863037899,4.691643492
ZMYM5,3.23252475,2.919902476,3.018448982,2.990111792,2.885734127,3.108435868,2.767215431,2.581197775,3.193873212,2.994416432,2.959674726,3.405154871,3.184698247,3.113722147,3.047529152,2.819853311
ZMYM6,3.684896874,3.608463367,3.617912445,3.547560048,3.632990943,3.588667865,3.460151657,3.505906902,3.797209098,3.889672564,3.675691899,3.695723224,3.586383382,3.643421148,3.766681643,3.354951287
ZMYND10,2.813680837,3.207558566,3.038111898,3.167584819,2.793999212,3.094843939,3.067379245,3.290491459,3.060922486,3.151394677,3.090449112,2.996600907,3.001462073,3.120926734,2.739439132,3.226142152
ZMYND11,4.240961522,3.738965655,3.879277203,3.856408581,3.826490046,3.847700749,3.536882433,3.684501053,4.11405979,4.28231003,4.271246806,4.044578567,3.881104327,3.794961875,4.050682755,3.831288233
ZMYND12,1.823186661,1.823186661,1.779575419,2.488419391,2.107858331,1.558104252,1.393937536,1.982755902,1.482030104,1.458350677,1.906202447,1.413379147,1.576645835,1.800662741,1.740266992,1.747256209
ZMYND15,3.512452464,3.639021989,3.843283309,3.784516026,3.40915473,3.540203869,3.600983917,3.487702835,3.520508561,3.506187926,3.013905267,3.912556862,3.572068281,3.409308689,3.391298622,3.674624664
ZMYND19,5.044621964,4.96946404,4.924162831,4.968036576,5.113172252,4.833967443,4.5615596,4.703095213,5.159583681,5.238755815,5.261556972,4.959367918,4.923055073,4.936137942,5.38449513,4.971471474
ZMYND8,4.589794199,4.694510261,4.63033613,4.701420435,4.367876377,4.488046864,4.714377956,4.591396293,4.684148542,4.879120186,4.518240865,4.700805661,4.830807423,4.868374991,4.778257704,5.161033641
ZNF10,2.545509032,2.362319456,2.613007881,2.468762884,2.324366792,2.923813468,2.324466536,2.38417586,2.809527293,2.523624668,2.640886198,2.563875989,2.332923314,2.546106641,2.46316078,2.460435464
ZNF100,3.662792012,3.869442491,3.374248641,3.522899268,3.86363155,3.76054611,3.842387717,3.498758808,3.573586193,3.692011529,3.638220036,4.112050587,3.669074263,3.762498417,3.835252053,3.677745817
ZNF101,5.208517554,5.154194259,5.459483012,5.345302049,5.023105253,5.03479085,5.145496614,5.099679435,5.592519826,5.773480986,5.554100909,5.663411411,5.480283851,5.481794062,5.303176357,5.570784219
ZNF106,7.753719443,7.800828119,7.417088503,8.115181296,7.831751747,7.744940398,8.163208231,7.71775188,7.733630597,7.700747911,7.465379039,7.97024335,7.793333674,7.953969741,7.400887127,7.777716684
ZNF107,3.977345297,4.29955377,3.851044225,4.066532535,3.95310921,4.318817144,4.61269649,4.579278456,4.332845272,4.465737285,4.115902367,4.122453855,4.301214067,4.564617795,3.992259624,4.237677244
ZNF112,1.372047606,1.129190933,1.480667913,1.039374521,1.573308955,1.311442871,1.135415833,1.428630934,1.484132603,1.548846454,1.386879076,1.495584964,1.897028093,1.561370806,1.760362561,1.198907877
ZNF114,1.415693667,1.333158949,1.553850999,1.45976015,1.54480318,1.497908873,1.278134362,1.288726484,1.417534377,1.47639129,1.319163004,1.344556607,1.539149473,1.468666885,1.443692718,1.365208682
ZNF117,3.897811053,2.679392752,3.418788617,3.423899114,3.663676591,3.8168703,3.314979174,4.265069458,3.989580598,3.697184923,4.295549195,4.177524276,3.766104899,4.321701445,3.379940551,3.482969907
ZNF12,5.942376564,5.575206124,5.587418016,5.98690837,5.677687251,6.035275648,5.818660454,5.698869444,6.041892281,6.233716126,6.01216819,6.027144685,5.984465871,6.107042572,6.028761904,5.874372093
ZNF121,7.291757439,6.431932097,6.7231591,6.917572764,6.664795417,6.527612818,6.974499128,6.721692207,6.042035768,6.979425884,6.835135609,6.939955373,6.705867825,6.993672969,7.1722214,7.183499661
ZNF124,3.129480903,3.23493717,3.416237229,2.960895419,3.422059873,2.933513809,3.739245602,3.499968009,3.495616858,3.502874258,3.526538059,3.485245274,3.558645312,3.395348339,4.159146491,3.599856813
ZNF131,4.422136535,4.328093134,4.186259605,4.304948367,4.152513291,4.418807928,4.219154857,4.341572004,4.516244256,4.824712433,4.554577062,4.707129412,4.615265709,4.73925406,4.790893094,4.979020118
ZNF132,1.378220938,1.165841358,1.760744264,1.567111433,1.695389594,1.549783256,1.504586257,1.881492947,1.620314141,1.412971725,1.515535246,1.219388051,1.514223845,1.208271963,1.514223845,1.458488299
ZNF133,3.780624947,3.872869936,3.692102709,3.849499557,3.605234225,3.673920009,3.460531099,3.586760953,3.809029335,4.046055954,3.884218164,3.884494374,3.601503636,3.723378894,4.120741106,4.170367573
ZNF133-AS1,1.745955071,2.131639543,1.991423651,1.790294379,1.709645538,1.56667576,1.673514747,1.821870691,1.884704331,1.737199018,1.929513393,1.656460141,1.919073092,1.883448392,1.975936518,1.589251707
ZNF134,4.44737028,4.325424133,3.951359,4.227143463,4.25378796,4.608863789,4.437537428,4.398246995,4.605704739,4.262263918,4.408835472,4.486247886,4.587021345,4.330229758,4.640333264,4.580016149
ZNF135,3.061145059,2.949274894,3.193568261,3.204192823,3.017633823,3.190964553,3.141471058,3.238741408,3.119651181,3.145928683,3.00737381,3.120004715,3.053974165,3.000732839,2.744101993,2.997068602
ZNF136,4.178902571,4.03167256,4.335463633,4.292931908,4.308290035,4.71524937,4.508167289,4.308815693,4.528804882,4.818051818,4.270419385,4.812547331,4.421061475,5.134471388,4.863465044,5.825111871
ZNF137P,5.104275298,4.75226658,4.95795997,5.516934323,4.671363294,5.118629857,5.209030242,5.234969122,5.230378851,5.016198758,4.872770887,5.374563947,4.726826321,5.2807886,5.122599834,5.280781189
ZNF138,2.734324795,2.670748218,2.380597451,2.807220102,2.618142108,2.852992253,2.629573268,2.569064635,2.884186084,2.87191375,3.033125164,3.081556463,2.836614591,2.887005519,2.713523469,2.909426147
ZNF14,5.192355793,4.920837502,4.989920433,4.382503503,4.694546279,4.897384737,5.217544817,5.380395518,5.269399719,6.076885956,5.451236539,5.777462871,5.279185794,5.160198735,5.119341228,5.37168513
ZNF140,4.933296253,4.240659335,4.674778062,5.056298035,4.875326038,4.911744238,4.396882065,4.92459466,4.707192483,4.853960992,4.571477076,5.065828871,5.020605888,4.833148593,4.934995707,4.82606861
ZNF141,2.64253861,2.381595501,2.552361543,2.823106274,2.480188973,2.340846284,2.358434482,2.855789394,3.020330993,2.79447719,2.712971781,2.650025565,2.674045241,2.535758366,2.611364104,2.540484507
ZNF142,4.003779837,3.992716829,3.769146975,3.527472862,3.727908831,3.983310076,3.846538336,3.929964033,3.928648245,3.756098332,3.827815788,3.553636258,3.618995707,3.417699229,3.874971642,3.906335344
ZNF143,4.029252615,4.128517745,4.339248509,4.312191311,4.38130402,4.330779462,4.084721843,4.318470793,4.301497915,3.842391379,4.178086632,4.045738774,3.948041707,3.878180894,3.905944234,3.873682016
ZNF146,5.992768293,5.340828761,5.714939445,5.84059499,5.994487473,5.771762398,5.693970799,5.106215469,6.27979806,6.292006381,6.196939406,6.401764816,6.225933381,5.75464674,6.030419461,5.519598926
ZNF148,5.352752795,5.478262044,5.414580245,5.355105287,5.315433596,5.718174316,5.634569878,5.330195454,5.70029122,5.990822129,5.592207188,5.750736389,5.878970302,5.885491846,5.695626812,5.572509062
ZNF154,2.47174705,2.400943783,2.696744317,2.807573273,2.561282949,2.490289604,2.314804897,2.537931773,2.532047782,2.470733555,2.423580402,2.306323901,2.463780058,2.425485071,2.507428644,2.297995328
ZNF155,3.111500898,2.439486309,3.293494479,2.667249556,2.427212639,2.341501831,2.853561974,2.700719362,2.848336605,2.868474479,2.505538144,2.576858697,2.993339204,2.7264949,2.954198182,2.753035928
ZNF157,1.06327814,1.036682256,1.089874024,1.142925269,1.208906922,1.005414198,1.135415833,0.904445253,1.127103103,0.815318614,1.158424132,0.887967826,1.04673629,0.993582183,1.15231516,1.106455734
ZNF16,3.908295441,3.676819629,3.876020305,3.637149099,3.897472738,3.5344524,3.745287144,3.892594147,4.251302846,3.647170393,4.058580295,3.795359949,3.911017226,3.984688254,3.977812703,3.769850279
ZNF160,4.072861729,3.968191351,3.914266616,3.85205884,3.963956782,4.178665239,4.132757884,3.876392808,4.159266913,4.504981431,3.961339448,4.387899525,4.172766762,4.196448547,4.169560103,4.292915929
ZNF165,1.544324595,1.321040245,1.386975482,1.549950943,1.496321476,1.350715138,1.380724427,1.481018609,1.587747025,1.343925957,1.525362697,1.419119684,1.481411787,1.467300379,1.318203211,1.371295851
ZNF169,2.91100297,2.867833917,2.704792809,2.799312234,2.871329633,3.032935893,2.957461408,2.784473201,2.958365578,2.792945668,2.811413243,2.599779203,3.043264546,2.581267169,2.788531932,2.73854195
ZNF17,1.638912848,1.510058506,1.640711506,1.416871944,1.339589252,1.466677472,1.412791293,1.327806241,1.710956988,1.638028029,1.513790189,1.733283931,1.74186111,1.51154117,1.530504208,1.481754579
ZNF174,3.353633906,3.157172744,3.400358903,3.331726254,3.048979199,3.054985682,2.941773922,3.215646512,3.234643149,3.140156513,3.167668507,2.909520837,3.031985294,3.028304082,2.998612189,3.072813446
ZNF175,2.748110256,2.355206777,2.215556922,2.126249824,2.729590303,2.551615765,2.459310005,2.459864303,2.520743262,2.451144329,2.477119816,2.520762969,2.570337532,2.626582797,2.963423894,2.605515882
ZNF18,6.687561498,6.154541179,6.369809457,6.292750212,6.272069364,6.662680562,6.571000826,6.621851507,6.615791964,6.506434546,6.341532235,6.746065701,6.765690157,6.734501467,6.708585422,6.800384649
ZNF180,3.328962257,3.736378181,3.471355463,3.574157038,3.661301854,3.659944903,3.367608304,3.659195834,3.848741599,3.807736919,3.706157616,3.868337635,3.734718662,3.776990781,3.728503988,3.764305438
ZNF181,2.447320219,1.950075949,2.229208344,2.154899592,2.324369908,2.147678114,2.019904751,2.317395362,2.115688022,2.022753151,2.311735562,1.745651956,2.056344611,2.125572006,2.086360436,1.836690575
ZNF182,5.180222306,4.523937246,4.914309689,5.303038249,4.949361637,5.413864856,4.437655956,4.017890048,5.39901584,5.386926132,5.128767526,5.26123355,5.290366919,5.006223401,4.516573524,5.238700235
ZNF184,5.186129512,4.735392238,4.839158581,4.707737139,4.511948714,5.341861951,4.943852642,5.566888455,5.389698433,5.577418595,5.520905549,5.313316068,5.358523908,5.195943634,5.699837398,5.295847305
ZNF185,6.046186522,6.645143583,7.126543246,8.210691336,8.056122549,7.167200628,7.92422202,7.792848308,7.05156257,7.332978062,6.747717141,7.161801438,6.781616892,7.423649899,7.169999474,6.236593278
ZNF189,5.731329515,6.049892106,5.887970375,5.709475234,5.791484052,5.952251694,5.900864066,6.248974811,5.937073487,5.928934608,5.815267711,5.943659402,6.002235712,6.195831678,6.206618065,6.499054193
ZNF19,2.130782322,1.970121754,2.069658662,2.065929667,2.098636213,2.186586441,2.178079952,2.179291368,2.18839547,2.075341015,2.480192179,1.763338476,2.01028822,1.906841856,2.041077508,2.03854288
ZNF195,5.209690686,4.482936025,4.741317286,4.791800658,4.791230573,4.396079537,4.590997125,4.097797066,5.209010393,5.056415968,4.793333624,4.858409213,4.724843401,4.424340865,4.937903385,4.419546569
ZNF197,2.464645979,2.261772314,2.262081679,2.370413836,2.424222873,2.479882571,2.403063239,2.320990206,2.458492306,2.374548755,2.3936253,2.412919117,2.311042958,2.539733935,2.55070143,2.562755363
ZNF2,4.00124054,4.053554679,3.993545559,3.814439369,3.79707055,4.07710603,4.04847934,4.286839551,4.187953371,3.780291542,4.274045203,4.170406731,4.225014565,3.813959459,3.91207621,3.916619071
ZNF200,6.998024671,7.288563657,7.543947902,6.822809425,7.032877747,7.339623073,6.936700931,7.380033839,7.077592589,6.838053657,7.294576156,7.080447135,7.426135164,6.791476772,6.733457681,7.130940382
ZNF202,3.308109824,3.262800177,3.14593894,3.136752886,3.402992409,3.212082323,3.307860462,3.64963921,3.494892253,3.374803748,3.23972998,3.585019427,3.389027892,3.137050178,3.802663522,3.399911213
ZNF204P,2.364181895,1.612464126,2.137004801,2.339415411,1.999869044,2.224875951,1.869548176,2.286640197,3.114461265,2.343145946,2.022752407,2.661543899,1.645546709,2.082616932,2.044128248,1.675404074
ZNF205,4.054386558,4.005683406,4.172815616,4.412219366,3.769303504,3.912276559,3.79568051,4.413002357,4.280301314,3.969102288,3.788435056,4.044641375,4.253138762,4.291813562,4.284627829,4.048087478
ZNF205-AS1,2.661376176,2.753832009,2.641869685,2.842974815,2.561442787,2.490424822,2.816430899,2.417563452,2.764822528,2.533345216,2.717973687,2.895082093,2.854657887,2.761756155,2.718334353,2.838501919
ZNF207,6.521942575,6.697459034,6.588471481,6.665245443,6.632304316,6.60787779,6.740017404,6.509293811,6.819173091,7.177447927,6.839137205,7.041639969,6.873994541,7.163005832,7.015753448,7.260684872
ZNF208,1.193369073,1.263111551,1.163470067,1.401119586,1.455152357,1.289392511,1.249319209,1.301195728,1.533786576,1.22262521,1.379939966,1.277220062,1.221649171,1.148387783,1.328486171,1.04441732
ZNF211,6.159667815,5.541659052,6.029798987,5.938686599,5.719030992,6.367746907,5.843120026,5.757858654,6.250001043,6.272374573,6.119939777,6.005848154,6.049969056,6.217832526,6.190364975,6.385517556
ZNF212,5.926252203,5.767308501,5.739959356,5.756854501,5.831025504,5.809181279,5.684695946,5.663914742,5.799023044,5.739141245,5.581476389,5.869131144,5.599064188,5.545057776,5.634668296,6.062176758
ZNF213,3.464144406,3.767825608,3.782967342,3.647640817,3.789184806,4.000102626,4.224229603,3.928495798,3.82649144,3.554113954,3.63939162,3.157476242,3.110487616,3.167335092,3.656027378,3.270889822
ZNF213-AS1,1.821778921,2.222168373,1.82369317,2.127079929,2.372990083,2.272093053,2.058271193,2.025528349,2.00831937,2.043643044,2.136996353,1.94300612,1.743642654,2.236822171,1.994027975,2.120712081
ZNF214,1.818577924,1.98427331,1.986905319,1.906268251,1.770051407,1.918822933,1.796837284,1.832624806,2.0332716,1.69000067,1.691550318,1.788516363,1.90668605,1.832336749,1.775006061,1.725970848
ZNF215,1.512826546,1.735868952,1.502436264,1.556714337,1.766195968,1.756259931,1.666248221,1.726494607,1.732443035,1.607031061,1.64600844,1.395186818,1.494732045,1.419307211,1.346700585,1.56664599
ZNF217,9.093887724,8.419231056,9.046863964,9.470358249,9.285153829,9.23880356,9.340986986,9.043812136,9.089497024,9.088387667,9.038825373,9.758919837,9.28203905,9.71716869,9.164014822,8.694550911
ZNF219,3.124576592,3.340856199,3.160309033,3.023648122,3.306824053,3.086897953,3.180988938,3.571903864,3.281040418,2.984921033,3.197902307,3.156918579,3.191344366,3.211098301,2.971928597,3.521695186
ZNF22,6.874879609,6.463184838,6.574202033,6.341190025,6.530038262,6.13957175,6.113460915,6.123600504,6.795461785,6.857387603,6.729856071,6.869484534,6.646282574,6.648367828,6.957017901,6.737243777
ZNF22-AS1,2.579027927,2.448453294,2.418107223,2.438656417,2.303524259,2.355075878,2.357352114,2.372176799,2.193618909,2.397691678,2.116741737,2.910430727,2.415900647,2.305171365,2.203698882,2.103230115
ZNF221,2.929678231,2.899586404,3.027879317,3.018323055,3.007541876,2.84136091,2.834414863,3.018997487,2.975614663,2.795861792,2.662790514,3.026678533,3.016190784,2.953590446,2.778722013,3.11107776
ZNF222,4.477854913,4.311930464,5.054427538,4.780665609,4.795690316,4.565910935,4.610726843,4.833185791,4.521865897,4.049401416,4.45031313,4.61021753,4.598219598,4.483610026,4.61929083,4.732268196
